,carrier,sentiment,polarity,churn_likeliness,text,clf_text
2184,att tmobile,neu,0,0,@JohnLegere @ATT @TMobile Just to mention - AT&amp;T bought T-Mobile back in 2011.,@att @tmobile just to mention at t bought back in
2242,att tmobile,neg,-0.020833333,0,@smeltzer_keith @JohnLegere @TMobile @ATT I order it and received it in less than a week. So far @TMobile works like a charm in my area!,@tmobile @att i order it and received it in less than a week so far @tmobile works like a charm in my area
2276,att tmobile,pos,0.375,0,"@NXQJR @JohnLegere @TMobile @ATT I ordered one over months ago, still haven’t received it. I was excited to try it though.",@tmobile @att i ordered one over months ago still haven t received it i was excited to try it though
2497,att tmobile,pos,0.242857143,0,@lemonadewilemon @JohnLegere @TMobile @ATT I highly disagree! TMobile HAS THE FASTEST SPEEDS. Right John Legere?,@tmobile @att i highly disagree tmobile has the fastest speeds right john legere
2548,att tmobile,neg,-0.15,0,"I had a test drive as well.  Unfortunately, I could not use it as much as I would have liked.  Twice during the trial the network was down I was told due to tower upgrades in my area.… https://t.co/KeE49CITgt""",i had a test drive as well unfortunately i could not use it as much as i would have liked twice during the trial the network was down i was told due to tower upgrades in my area
2733,att tmobile,pos,0.4375,0,"NXQJR TMobile ATT Glad to hear it's working out for you! Yeah, you need to join that #Unlimited life ;) #Tecnología",nxqjr tmobile att glad to hear working out for you yeah you need to join that life
186,att verizon,neu,0,1,@ATTHelp Want to convince me to switch from Verizon? They have been underserving my location for years,@atthelp want to convince me to switch from verizon they have been underserving my location for years
1124,att verizon,pos,0.25,0,"@ATT gave me Starbucks gift cards like all the time hahaha! They also credited 50% of my bill one month when I lost service for a day due to a storm damaged tower. I only have @TMobile now because it’s cheaper.… https://t.co/oR8JBUKysI""",@att gave me starbucks gift cards like all the time hahaha they also credited of my bill one month when i lost service for a day due to a storm damaged tower i only have @tmobile now because it s cheaper
1788,att verizon,neu,0,1,"@Verizon never properly hooked up our landline (this was years ago) so incoming calls wouldn't connect. They would NOT do anything to fix it, so we stopped paying it... they shut off our cellphones instead. We're with @TMobile now, best service where I'm ",@verizon never properly hooked up our landline this was years ago so incoming calls connect they would not do anything to fix it so we stopped paying it they shut off our cellphones instead with @tmobile now best service where at and tons of freebies
1901,att verizon,neg,-1,1,"@verizon literally has the worst customer service.  They once sold me a defective phone and REFUSED to replace it because I couldn't prove that THEY SOLD IT TO ME that way. Switched to @TMobile and have been happy ever since.… https://t.co/SC0bS7YWbJ""",@verizon literally has the worst customer service they once sold me a defective phone and refused to replace it because i prove that they sold it to me that way switched to @tmobile and have been happy ever since
2090,att verizon,neu,0,1,"They tried this with me! I almost joined them after leaving @sprint but never went through the whole acct process, never had a phone/line set up and they kept charging me until finally I called and demanded answers. It took weeks to get it taken care of. Thank god for @TMobile!… https://t.co/9gJRpyjqsr""",they tried this with me i almost joined them after leaving but never went through the whole acct process never had a phone line set up and they kept charging me until finally i called and demanded answers it took weeks to get it taken care of thank god for @tmobile
4497,att verizon,neu,0,1,"Thinking about changing to @ATT from @VerizonSupport, so would you recommend them? I’m feed up with scam artist @VerizonSupport… https://t.co/QP8JwctMyr""",thinking about changing to @att from @verizonsupport so would you recommend them i m feed up with scam artist @verizonsupport
4692,att verizon,pos,0.5,0,"@VerizonSupport @verizon better get on it. I've had @ATT and they may be pricey but they handles... stop giving them money and I bet they'll have your attention… https://t.co/6mNPEI9wEm""",@verizonsupport @verizon better get on it had @att and they may be pricey but they handles stop giving them money and i bet have your attention
4977,att verizon,neg,-0.0625,0,"it's impacting other carries too, Verizon is one of them. It's supposedly the third party vendor that's having the issues...… https://t.co/YsWmiNyX56""",impacting other carries too verizon is one of them supposedly the third party vendor having the issues
4981,att verizon,pos,0.325,0,"https://t.co/7ioxnr2AeQ

What will @SpaceXStarlink be available for first? Phones or @tesla vehicles?

 @SpaceX &gt; @verizon, @sprint, @ATT",what will be available for first phones or vehicles @verizon @att
4986,att verizon,neu,0,1,@ATT changing to @verizon  as I type this !!! I need VOICEMAIL !!,@att changing to @verizon as i type this i need voicemail
4989,att verizon,neu,0,0,RT @MisterPreda: @sarahcoasts @verizon @ATT It came from my savings account which I don’t check and only put into. I would have noticed if…,rt @verizon @att it came from my savings account which i don t check and only put into i would have noticed if
4993,att verizon,pos,0.6,0,"Must be nice to lose $100 a month for 4 years and not notice. Doesn’t matter if it’s checking or savings, I’d notice real damn quick....… https://t.co/8X4uj4lHYf""",must be nice to lose a month for years and not notice doesn t matter if it s checking or savings i d notice real damn quick
4994,att verizon,neu,0,0,"@jazzygotem Verizon, I’m using it for ATT tho.",verizon i m using it for att tho
5079,att verizon,neu,0,1,"Having @ATT worst service for 11 months I switch to @verizon and have had the best service.  Today I see a Verizon store opened next to AT&T abd even VERIZION store is nicer.… https://t.co/g6TBTQhq1o""",having @att worst service for months i switch to @verizon and have had the best service today i see a verizon store opened next to at t abd even verizion store is nicer
5097,att verizon,neu,0,0,"I’ll have to see what the service is like. I always needed Verizon or ATT bc of the funky areas I ended up in with my last job but now that’s not an issue. I’ve heard bad things about T-Mobile service around philly though… https://t.co/hIQwlMQoxn""",i ll have to see what the service is like i always needed verizon or att bc of the funky areas i ended up in with my last job but now that s not an issue i ve heard bad things about service around philly though
5104,att verizon,neu,0,0,"Just heard your rage on the podcast. In 2007 I tried to get a Verizon landline but they never set it up and charged me. I refused to pay and they hit my credit. I got denied student loans because of this. So basically, they've always been utterly useless assholes.… https://t.co/hwOhNxIrun""",just heard your rage on the podcast in i tried to get a verizon landline but they never set it up and charged me i refused to pay and they hit my credit i got denied student loans because of this so basically always been utterly useless assholes
5175,att verizon,pos,0.3125,0,@angusdav @ATT @Amtrak I have the same experience with Verizon. Remarkable how much better I find the service on the parallel I95.,@att i have the same experience with verizon remarkable how much better i find the service on the parallel
5192,att verizon,pos,0.285714286,0,"I've NEVER had an ad from Verizon pop up on my feed. This is literally right under your post!!… https://t.co/RFZrMFLMIz""",never had an ad from verizon pop up on my feed this is literally right under your post
5213,att verizon,neu,0,1,"i have comcast internet and they suck ass. ATT fiber and Verizon will not provide service to my house and it is literally in the downtown of the 10th largest city in USA. what do you say about comcast's monopoly and are you for deprivatizing essential utilities? (also PG&E lol)… https://t.co/lxuTucfuvW""",i have comcast internet and they suck ass att fiber and verizon will not provide service to my house and it is literally in the downtown of the largest city in usa what do you say about monopoly and are you for deprivatizing essential utilities also pg e lol
5236,att verizon,pos,0.285714286,0,@Detavian_ @verizon Fckk get right @ATT,@verizon fckk get right @att
5265,att verizon,pos,0.1875,0,@MisterPreda @verizon @ATT Only a rich person wouldn't notice this  🤦,@verizon @att only a rich person notice this
5339,att verizon,pos,0.136363636,0,"@VZWSupport Customers are waiting for Verizon to offer the new @SamsungMobileUS FOLD phone.  @ATT is offering. @BestBuy has unlocked version can Verizon offer that ?""",customers are waiting for verizon to offer the new fold phone @att is offering has unlocked version can verizon offer that
5460,att verizon,neg,-0.6,1,Yo @verizon @ATT @Cricketnation anyone wanna buy out my contract with @sprintcare? They’re doing me dirty over and over and I want out ASAP.,yo @verizon @att anyone wanna buy out my contract with they re doing me dirty over and over and i want out asap
5470,att verizon,pos,0.2,0,@MisterPreda @verizon @ATT That’s how much we pay. And there’s 5 of us in the fam,@verizon @att that s how much we pay and there s of us in the fam
5522,att verizon,neu,0,0,@MisterPreda @verizon @ATT They be replying to comment on this but not you 😭 shooketh,@verizon @att they be replying to comment on this but not you shooketh
670,verizon tmobile,neu,0,1,@TMobile @verizon @sprint Do you suspend your long-standing customers account when they raise an inquiry about strange chargers on their account? Did that with @ATTHelp and they suspend my act instead of looking into my inquiry. Been a month now. How do I,@tmobile @verizon do you suspend your customers account when they raise an inquiry about strange chargers on their account did that with @atthelp and they suspend my act instead of looking into my inquiry been a month now how do i switch
1043,verizon tmobile,pos,0.575,0,@JohnLegere @piratesbooty @verizon I’m lactose intolerant and gluten free. And I’ll take that $100 as a TMobile credit. Lmao!,@verizon i m lactose intolerant and gluten free and i ll take that as a tmobile credit lmao
1133,verizon tmobile,neu,0,0,What’s does @TMobile bring me for Christmas @verizon is giving out Disney+ https://t.co/McMRZJ6LOl,what s does @tmobile bring me for christmas @verizon is giving out disney
1176,verizon tmobile,neu,0,1,@JohnLegere @piratesbooty @verizon I just switched to TMobile and don't eat these.... I'm offended 🤣😭,@verizon i just switched to tmobile and eat these offended
1189,verizon tmobile,neu,0,1,"@JohnLegere - I use @verizon and I use a ton of data over LTE (+35GBs/month)... if I switched to @TMobile would I still be throttled when there’s “network congestion?”""",i use @verizon and i use a ton of data over lte month if i switched to @tmobile would i still be throttled when there s network congestion
1217,verizon tmobile,neu,0,1,@JohnLegere @piratesbooty @verizon Nope I've got @TMobile! Now give me my money. You know what just apply it to my account.,@verizon nope got @tmobile now give me my money you know what just apply it to my account
1243,verizon tmobile,neu,0,0,@JohnLegere @piratesbooty @verizon I could never stand @piratesbooty and I’ve had @tmobile for 5 years #payme,@verizon i could never stand and i ve had @tmobile for years
1374,verizon tmobile,neu,0,0,"@JohnLegere @piratesbooty @verizon I'll take my $100 bones in bill credit, please... Love TMobile but not the cheesy styrofoam 😁",@verizon take my bones in bill credit please love tmobile but not the cheesy styrofoam
